Household_Size,Seasonal_Index,Garden_Area,Income_Level,Building_Type,Avg_Temperature_C,Num_Appliances,Daily_Liters_Used
1.0,1.11,0.0,High,Apartment,26.6,6.0,301.14
2.0,1.19,0.0,Low,Villa,25.0,8.0,437.99
4.0,0.8,0.0,Low,Row_House,17.7,4.0,497.31
2.0,1.0,280.9,High,Row_House,23.6,7.0,890.96
4.0,0.71,275.8,Medium,Row_House,16.1,3.0,775.42
2.0,0.86,,Medium,Villa,,3.0,628.67
1.0,1.17,192.6,Low,Villa,28.8,6.0,701.87
2.0,1.34,126.9,Medium,Row_House,31.1,6.0,811.02
4.0,0.76,228.2,Medium,Row_House,15.0,6.0,810.29
5.0,0.96,164.1,Low,Row_House,24.0,4.0,904.85
5.0,1.22,206.5,Medium,Row_House,34.4,3.0,1395.17
3.0,0.83,134.3,Low,Apartment,18.8,,539.82
4.0,1.06,0.0,Medium,Row_House,,4.0,646.83
2.0,1.18,249.1,Low,Apartment,31.7,2.0,849.37
2.0,1.1,52.5,Low,Villa,25.7,9.0,540.25
5.0,0.82,251.5,Low,Apartment,19.4,9.0,883.94
,0.93,166.7,Low,Villa,20.6,7.0,534.63
1.0,1.21,0.0,High,Row_House,32.4,9.0,380.16
2.0,1.06,0.0,Low,Row_House,26.4,6.0,302.05
1.0,0.7,119.9,Medium,Row_House,15.6,3.0,250.7
2.0,1.19,0.0,Low,Apartment,28.5,9.0,314.68
4.0,0.72,82.8,Medium,Apartment,17.0,7.0,522.67
3.0,1.18,254.8,High,Apartment,33.9,9.0,1256.7
5.0,0.83,0.0,Low,Row_House,17.0,8.0,570.07
5.0,1.32,159.1,High,Apartment,,4.0,1521.81
3.0,0.94,0.0,Low,Row_House,22.8,2.0,345.19
2.0,0.91,176.2,Medium,Apartment,23.0,8.0,642.06
3.0,0.8,104.3,Medium,Apartment,17.0,4.0,485.74
4.0,0.9,0.0,High,Apartment,15.5,4.0,597.88
2.0,1.27,0.0,Medium,Villa,35.3,5.0,531.81
4.0,1.35,11.8,Medium,Row_House,36.5,9.0,920.78
3.0,0.94,293.7,Low,Apartment,18.9,7.0,844.81
4.0,0.99,,Low,Row_House,22.7,5.0,584.05
3.0,1.17,124.6,High,Apartment,32.6,4.0,917.64
2.0,1.28,221.2,Medium,Villa,35.7,9.0,1112.48
6.0,1.09,110.3,Medium,Row_House,28.9,2.0,1239.1
4.0,0.95,204.6,High,Apartment,22.3,3.0,998.79
2.0,0.97,243.6,Medium,Row_House,23.5,3.0,708.6
5.0,1.15,284.6,High,Apartment,28.6,9.0,1601.06
3.0,0.7,126.1,Medium,Villa,17.3,8.0,580.29
5.0,1.1,,Medium,Apartment,25.6,7.0,1339.1
4.0,0.93,0.0,High,Row_House,20.5,6.0,735.14
3.0,1.22,297.2,Low,Apartment,33.0,6.0,1215.72
1.0,0.76,17.5,Low,Row_House,16.8,3.0,165.84
2.0,1.08,185.0,Medium,Row_House,29.4,4.0,733.9
3.0,1.01,201.3,Low,Row_House,23.2,4.0,803.62
4.0,1.12,209.5,Medium,Row_House,27.8,5.0,1163.84
2.0,0.74,44.9,High,Villa,14.4,9.0,397.68
2.0,1.08,282.2,Medium,Apartment,26.7,7.0,915.9
5.0,1.06,62.5,Medium,Apartment,23.1,,905.08
6.0,1.06,0.0,High,Apartment,25.1,9.0,1151.49
3.0,1.09,74.6,Medium,Villa,24.1,5.0,701.07
2.0,1.14,99.1,Medium,Apartment,29.9,6.0,637.22
2.0,,0.0,Medium,Row_House,32.4,9.0,458.6
1.0,0.88,131.0,High,Row_House,17.1,3.0,350.81
5.0,1.24,56.5,Medium,Apartment,,8.0,1102.16
2.0,1.02,59.6,High,Apartment,29.8,9.0,574.65
4.0,0.75,0.0,High,Apartment,16.6,4.0,545.04
2.0,0.74,229.6,Medium,Apartment,14.9,9.0,594.64
4.0,,270.4,Medium,Apartment,27.4,3.0,1057.22
4.0,1.21,34.4,High,Apartment,28.1,2.0,911.48
5.0,1.16,124.0,Medium,Villa,29.2,3.0,1295.07
2.0,1.21,39.1,High,Villa,31.1,2.0,652.04
1.0,1.04,0.0,High,Apartment,28.2,5.0,286.37
2.0,0.99,201.9,Medium,Apartment,24.6,5.0,668.39
5.0,0.8,184.7,Medium,Apartment,17.1,6.0,823.76
5.0,,57.3,High,Row_House,19.6,3.0,916.39
4.0,0.98,77.8,High,Villa,22.9,3.0,910.14
4.0,0.76,16.9,Medium,Apartment,14.8,2.0,439.28
4.0,0.84,,Low,Apartment,19.4,5.0,752.7
2.0,1.09,292.7,Medium,Row_House,25.9,2.0,946.12
5.0,1.18,49.3,Medium,Row_House,26.8,5.0,1067.47
3.0,1.35,77.1,Medium,Apartment,,2.0,796.32
3.0,1.31,261.8,Medium,Row_House,32.8,5.0,1339.79
3.0,1.12,278.7,Medium,Apartment,25.4,2.0,1008.92
1.0,,131.7,Medium,Apartment,23.0,8.0,484.27
2.0,1.11,24.7,Low,Row_House,27.8,5.0,428.02
4.0,1.21,21.4,Medium,Villa,27.2,7.0,900.9
1.0,0.78,0.0,Medium,Apartment,18.1,2.0,209.96
4.0,0.97,123.9,Low,Villa,21.2,3.0,810.06
2.0,1.25,18.3,Low,Apartment,35.3,6.0,411.21
3.0,0.95,,Medium,Row_House,23.7,7.0,763.75
2.0,1.07,13.3,Medium,Row_House,25.6,7.0,422.42
3.0,1.08,238.3,Low,Villa,25.2,2.0,970.36
4.0,0.82,98.9,High,Villa,18.5,6.0,865.63
,0.94,21.7,Medium,Apartment,23.6,3.0,327.22
4.0,0.92,180.6,High,Villa,21.7,7.0,1133.89
3.0,0.72,125.3,Medium,Villa,15.2,3.0,535.64
4.0,0.72,292.4,Medium,Row_House,15.7,5.0,780.95
6.0,1.24,0.0,High,Apartment,30.4,9.0,1286.52
4.0,0.88,89.8,Medium,Villa,19.9,8.0,739.33
2.0,1.04,215.7,Medium,Villa,21.3,9.0,855.29
1.0,0.89,88.7,Low,Apartment,22.8,9.0,310.74
2.0,1.31,0.0,Medium,Villa,34.4,6.0,557.69
4.0,0.87,,Low,Apartment,18.7,8.0,688.28
1.0,0.98,0.0,Low,Apartment,27.4,4.0,155.64
3.0,1.27,24.7,Low,Row_House,32.7,5.0,659.83
,1.25,133.6,Low,Row_House,29.9,6.0,1004.0
3.0,0.82,251.4,High,Row_House,20.4,2.0,886.6
4.0,1.22,0.0,Low,Apartment,31.8,8.0,653.16
2.0,1.0,75.1,Medium,Villa,25.0,2.0,494.47
1.0,1.01,75.6,High,Apartment,,3.0,370.67
4.0,0.79,247.0,Medium,Apartment,18.7,9.0,835.49
3.0,0.75,279.8,Low,Apartment,16.0,7.0,661.57
4.0,1.17,0.0,Medium,Row_House,30.6,8.0,782.86
3.0,1.02,140.5,Medium,Villa,21.0,4.0,819.87
2.0,0.98,,Medium,Row_House,22.7,2.0,557.75
,1.17,262.5,High,Villa,32.9,6.0,1776.04
4.0,1.2,,High,Apartment,28.9,8.0,865.02
4.0,0.8,71.2,Medium,Row_House,16.9,8.0,655.93
2.0,1.1,228.2,Medium,Row_House,26.4,,872.54
4.0,0.79,24.9,Medium,Row_House,15.3,7.0,589.95
3.0,1.19,0.0,Low,Apartment,25.7,6.0,479.22
1.0,1.13,138.2,High,Row_House,27.8,7.0,572.98
5.0,1.32,0.0,Low,Row_House,34.3,2.0,914.77
2.0,0.74,124.4,Medium,Row_House,16.1,6.0,435.13
6.0,0.74,163.7,High,Row_House,15.9,9.0,1054.05
3.0,0.88,56.8,Medium,Apartment,20.6,6.0,517.58
